"Store","WeekDate","Temperature","FuelPrice","CPI","UnemploymentRate"
12,"2012-08-17",94.87,4.002,130.7909677,10.926
41,"2011-07-22",74.11,3.545,193.5120367,6.901
12,"2010-06-18",81.06,3.043,126.114,14.099
18,"2012-10-12",50.97,4.029,138.9117,8.243
1,"2012-06-08",78.3,3.452,221.7494839,7.143
38,"2012-02-17",51.8,3.781,130.4546207,12.187
42,"2010-04-09",65.29,3.004,126.6019032,9.524
2,"2010-02-12",38.49,2.548,210.8979935,8.324
26,"2012-03-02",22.49,3.827,137.4238966,7.467
23,"2011-12-16",32.99,3.445,136.5335161,4.42
36,"2011-12-30",48.26,3.132,218.2302364,7.716
45,"2011-02-04",28.73,3.231,183.4408542,8.549
18,"2012-10-26",56.09,3.917,138.7281613,8.243
34,"2010-11-05",52.43,2.699,126.4912903,10.21
4,"2010-10-01",63.96,2.619,126.2346,7.127
4,"2011-05-27",73.65,3.771,129.0623548,5.946
21,"2010-04-23",64.21,2.795,210.1000648,8.2
3,"2011-03-04",65.11,3.288,217.1716979,7.551
12,"2012-05-11",77.27,4.186,131.1453333,11.627
26,"2012-01-20",15.22,3.542,136.8564194,7.467
36,"2010-02-26",50.87,2.52,210.0771885,8.554
34,"2012-05-25",72.42,3.551,131.0287742,9.575
1,"2012-08-24",77.66,3.62,222.1719457,6.908
30,"2010-09-10",79.3,2.565,211.1532104,8.099
2,"2011-07-08",87.7,3.48,214.9296249,7.852
22,"2010-10-08",56.32,2.776,136.6277321,8.572
15,"2011-03-25",32.63,3.789,133.9587419,7.771
43,"2010-12-10",52.52,2.843,203.4475786,10.21
44,"2012-03-16",52.5,3.529,130.8261935,5.774
43,"2010-02-05",47.31,2.572,203.0642742,9.521
24,"2011-03-04",31.36,3.605,133.6141429,8.252
45,"2010-06-11",69.71,2.809,182.4315571,8.899
27,"2010-03-12",45.98,2.938,135.6270013,8.237
36,"2011-03-25",71.07,3.488,213.3436744,8.395
3,"2010-02-05",45.71,2.572,214.4248812,7.368
39,"2010-12-31",52.45,2.943,210.182398,8.476
7,"2010-11-05",49.44,2.729,190.9964377,9.137
33,"2012-05-18",89.81,4.308,131.0983226,7.396
1,"2012-05-25",77.22,3.561,221.744944,7.143
6,"2012-09-14",76.41,3.717,224.2004678,5.668
43,"2012-05-04",77.47,3.749,213.1125857,9.575
1,"2011-12-02",48.91,3.172,218.7147333,7.866
21,"2011-06-17",87.54,3.637,214.6513538,7.931
26,"2012-05-18",52.55,3.899,138.1065806,7.489
30,"2011-09-30",78.91,3.355,216.3620333,7.852
36,"2010-12-24",59.1,2.863,210.1805602,8.476
21,"2012-01-20",52.21,3.268,219.6258417,7.057
1,"2010-12-24",52.33,2.886,211.4051222,7.838
13,"2010-06-04",59.85,2.871,126.1360645,8.107
6,"2010-05-07",73.68,2.835,211.8442706,7.092
40,"2012-07-20",70.45,3.61,138.2331935,4.156
2,"2012-08-17",84.79,3.571,221.6751459,6.565
11,"2012-06-15",84.97,3.393,225.2644795,6.664
34,"2011-08-05",76.71,3.662,129.1846452,10.641
13,"2012-03-09",38.24,3.38,130.7413793,6.104
19,"2010-11-12",40.3,3.065,132.9783226,8.067
17,"2010-11-26",19.03,2.83,126.6692667,6.885
24,"2012-07-13",75.36,3.689,138.263,8.953
27,"2011-03-25",40.11,3.789,137.8478929,7.827
43,"2012-03-09",54.52,3.669,212.5185936,9.653
28,"2011-01-21",53.53,3.223,127.4404839,14.021
12,"2012-01-06",50.43,3.599,130.1575161,12.187
12,"2010-10-01",85.2,3.001,126.2346,14.313
16,"2010-12-24",32.46,2.781,191.1430189,6.986
20,"2010-06-04",72.52,2.847,204.4042877,7.856
7,"2012-05-25",50.6,3.804,197.5886046,8.09
20,"2012-04-20",60.11,4.027,214.3675045,7.139
31,"2010-08-06",90.3,2.627,211.1608049,8.099
42,"2012-02-17",54.12,3.781,130.4546207,7.545
40,"2012-10-26",49.65,3.917,138.7281613,4.145
33,"2012-09-21",86.53,4.125,131.0103333,7.147
24,"2012-01-27",31.92,3.737,136.9598387,8.659
33,"2011-12-16",53.18,3.489,129.8980645,8.01
40,"2012-01-20",14.02,3.542,136.8564194,4.261
20,"2012-08-31",72.66,3.867,215.0878309,7.28
12,"2011-11-25",53.25,3.622,129.8364,12.89
3,"2012-07-20",81.38,3.311,225.4438827,6.334
34,"2012-10-05",65.41,3.62,131.0756667,8.839
44,"2011-01-21",34.8,2.934,127.4404839,7.224
32,"2011-03-18",45.25,3.406,192.1237981,8.818
30,"2011-04-29",70.19,3.81,215.2772683,7.931
22,"2012-08-17",74.92,3.84,142.2157385,7.753
40,"2010-02-05",14.48,2.788,131.5279032,5.892
36,"2012-02-17",54.38,3.503,219.1148297,7.244
37,"2010-11-26",67.73,2.735,210.5152765,8.476
17,"2012-06-29",71.14,3.681,130.7562667,6.235
27,"2012-02-03",42.52,3.796,141.0161924,8.009
16,"2010-04-02",36.19,2.725,189.7048215,6.842
19,"2011-07-08",73.2,3.886,135.6283333,7.806
21,"2011-01-21",42.72,3.016,211.4864691,8.028
36,"2011-04-08",69.39,3.645,213.8116658,8.3
8,"2010-07-02",74.78,2.669,214.5928119,6.315
9,"2011-11-04",54.46,3.332,221.4820921,6.054
8,"2012-07-13",78.46,3.256,225.4831143,5.401
29,"2010-08-20",73.21,2.796,132.6616129,10.409
42,"2011-08-19",87.4,3.743,129.2405806,8.257
26,"2012-07-27",64.12,3.701,138.2033871,7.405
33,"2010-09-03",90.82,3.087,126.1019355,9.495
11,"2010-12-03",55.9,2.708,214.9153531,7.564
31,"2012-06-29",88.05,3.286,221.4813343,6.891
37,"2010-08-13",86.06,2.692,210.3943056,8.36
45,"2012-04-20",63.13,4.027,190.8138013,8.567
17,"2012-03-16",43.69,3.529,130.8261935,6.403
45,"2012-08-10",78.65,3.722,191.1626135,8.684
28,"2010-12-24",52.02,3.236,126.9835806,14.313
30,"2012-10-05",70.28,3.617,222.8159296,6.17
43,"2012-04-27",78.27,3.814,213.062819,9.575
8,"2011-03-18",56.68,3.488,217.7705442,6.262
16,"2012-10-05",50.46,3.779,198.8221322,5.847
16,"2010-10-01",59.39,2.759,190.6738241,6.986
44,"2011-02-25",33.17,3.12,128.13,7.224
25,"2011-04-29",58.43,3.962,208.6386,7.287
36,"2011-11-04",58.97,3.287,216.5634344,7.716
12,"2011-05-20",66.59,4.169,129.0756774,13.736
11,"2010-10-08",68.71,2.633,215.060858,7.564
42,"2012-08-24",82.5,4.055,130.8381613,7.17
44,"2011-06-24",66.38,3.668,129.0663,6.906
31,"2012-04-27",69.21,3.814,221.255812,6.891
10,"2011-09-23",82.51,3.789,129.5183333,8.257
7,"2011-05-06",26.54,3.735,192.7252006,8.595
1,"2012-09-21",69.87,3.721,222.7818386,6.908
34,"2011-09-16",64.94,3.532,129.4306,10.641
41,"2011-05-06",41.2,3.735,192.7252006,6.934
6,"2011-01-07",47.78,2.976,212.9134266,6.858
41,"2010-04-23",45.29,2.776,189.6190057,7.363
5,"2010-05-07",71.53,2.835,210.8896556,6.465
36,"2011-10-14",74.16,3.234,216.0885258,7.716
38,"2010-02-26",50.23,2.825,126.5522857,13.975
3,"2011-09-30",82.58,3.355,220.085696,7.567
21,"2011-07-29",91.56,3.682,215.1363819,7.852
33,"2010-11-19",61.95,3.047,126.6072,9.265
3,"2012-07-06",83.14,3.227,225.3916254,6.334
42,"2010-07-30",85.03,3.017,126.1069032,9.199
18,"2010-04-16",50.26,2.885,131.9809,9.269
43,"2012-03-16",57.88,3.734,212.6651567,9.653
37,"2012-04-20",70.87,3.877,220.2483937,6.989
35,"2011-08-26",72.88,3.704,140.1629528,8.684
15,"2012-08-03",73.13,3.819,138.1735806,8.193
22,"2011-07-01",70.8,3.815,139.36375,8.023
25,"2012-08-03",72.08,3.654,214.7433514,7.28
35,"2011-10-14",64.78,3.541,140.4784194,8.745
10,"2010-11-12",61.24,3.13,126.5461613,9.003
11,"2011-02-25",68.74,3.065,216.8780275,7.551
42,"2010-09-03",83.8,3.087,126.1019355,9.199
4,"2012-04-13",68.69,3.881,131.108,4.308
31,"2011-01-21",42.72,3.016,211.4864691,8.028
30,"2012-03-09",57.16,3.669,220.6974332,7.057
18,"2010-12-24",28.16,3.15,132.7477419,9.331
45,"2010-07-02",76.61,2.815,182.3187801,8.743
8,"2012-01-13",36.46,3.261,223.4242571,5.825
28,"2011-08-12",91.04,3.701,129.2015806,13.503
37,"2010-10-22",72.24,2.725,210.6271444,8.476
16,"2012-10-12",43.26,3.76,199.0539368,5.847
43,"2011-03-18",68.98,3.488,206.225924,10.398
11,"2010-08-20",88.93,2.664,214.9314191,7.346
16,"2010-02-12",20.87,2.572,189.4642725,7.039
38,"2010-08-20",92.81,3.041,126.0766452,14.18
13,"2011-01-14",20.6,2.903,127.3009355,7.47
44,"2011-03-25",42.38,3.435,128.6160645,7.224
23,"2011-12-30",22.3,3.402,136.6432581,4.42
1,"2010-02-26",46.63,2.561,211.3196429,8.106
24,"2012-01-20",25.73,3.705,136.8564194,8.659
43,"2011-06-17",88.49,3.637,206.8560238,10.581
21,"2012-05-04",77.53,3.749,221.3095166,6.891
37,"2012-05-11",76.55,3.688,220.4075581,6.989
35,"2012-10-26",58.99,3.882,142.7624113,8.665
39,"2012-10-12",69.88,3.601,222.0510793,6.228
45,"2011-11-11",47.65,3.53,188.0632345,8.523
39,"2012-03-30",69.11,3.845,220.0454862,7.244
4,"2011-07-29",84.36,3.659,129.1677097,5.644
18,"2011-02-25",26.15,3.281,133.4921429,9.131
14,"2012-08-17",75.71,3.807,191.2284919,8.684
19,"2012-10-19",53.44,4.153,138.8336129,7.992
30,"2011-09-09",78.87,3.546,215.5148295,7.852
36,"2011-05-20",73.02,3.925,214.465412,8.3
32,"2012-01-06",36.75,3.095,196.5458309,8.256
38,"2012-01-06",50.43,3.599,130.1575161,12.187
45,"2010-12-17",30.51,3.14,182.517732,8.724
32,"2012-10-12",43.49,3.76,199.0539368,7.557
8,"2011-03-25",59.74,3.473,218.0145862,6.262
34,"2012-01-06",36.39,3.158,130.1575161,9.653
42,"2010-10-22",68.12,3.014,126.3815484,9.003
40,"2010-08-27",62.57,2.77,132.6932258,5.326
31,"2012-02-17",45.03,3.51,220.0651993,7.057
18,"2010-11-12",43.17,2.961,132.9783226,9.331
38,"2011-04-22",72.12,4.134,128.9553,13.736
34,"2010-04-30",56.58,2.787,126.3805667,9.593
11,"2010-03-19",61.51,2.72,214.5301219,7.368
32,"2010-02-05",34.43,2.58,189.3816974,9.014
4,"2011-09-30",72.15,3.371,129.6060667,5.644
18,"2011-07-15",74.36,3.827,135.7837419,8.89
26,"2011-05-27",56.74,4.034,134.7677742,7.818
4,"2010-03-05",43.49,2.654,126.5782857,8.623
24,"2011-04-01",35.73,3.811,134.0682581,8.212
32,"2010-04-23",50.06,2.776,189.6190057,8.963
32,"2011-08-12",74.2,3.542,194.1105017,8.622
29,"2011-10-07",56.44,3.633,136.472,9.357
19,"2012-02-03",36.22,3.796,137.0632581,7.943
19,"2011-08-12",70.92,3.995,136.144129,7.806
10,"2010-09-10",84.04,2.961,126.1145806,9.199
30,"2010-02-12",37.77,2.548,210.8979935,8.324
20,"2011-08-05",77.8,3.842,208.719238,7.274
22,"2011-08-19",71.3,3.82,140.1289205,8.023
34,"2012-06-01",70.41,3.483,130.9592258,9.575
16,"2011-06-03",54.08,3.763,192.8418131,6.339
32,"2012-07-20",77.76,3.585,197.9290378,7.872
18,"2010-06-18",65.96,2.805,132.4733333,9.269
33,"2010-08-13",95.57,3.049,126.064,9.495
41,"2011-06-17",62.3,3.697,192.9034759,6.934
13,"2011-07-29",77.62,3.574,129.1677097,6.877
9,"2010-11-19",49.96,2.771,215.4372854,6.56
28,"2011-10-14",67.31,3.805,129.7706452,12.89
4,"2012-05-04",80.14,3.747,131.136,4.308
8,"2012-05-18",64.16,3.63,225.3002908,5.679
45,"2011-02-18",40.7,3.245,183.9371353,8.549
13,"2011-07-15",75.59,3.553,129.1338387,6.877
33,"2011-11-11",58.75,3.677,129.8167097,8.01
13,"2010-11-26",28.22,2.83,126.6692667,7.795
16,"2012-04-20",43.61,3.936,197.7227385,6.169
37,"2010-07-09",81.74,2.642,209.8708867,8.36
45,"2011-09-23",63.75,3.711,187.0295321,8.625
19,"2011-05-27",63.2,4.134,134.7677742,7.658
35,"2012-09-28",64.92,3.997,142.76575,8.839
44,"2010-10-29",45.12,2.841,126.4364194,7.61
7,"2010-04-30",38.99,2.766,189.575127,8.963
35,"2011-12-02",50.55,3.452,140.4307857,8.745
36,"2011-06-03",82.96,3.69,214.0162805,8.3
37,"2010-11-05",62.72,2.689,210.7202444,8.476
41,"2011-04-01",38.16,3.461,192.2691707,6.934
43,"2011-04-01",67.79,3.524,206.6733111,10.581
5,"2011-08-19",89.35,3.554,216.2311855,6.529
10,"2011-04-08",73.03,3.818,128.8238065,8.494
40,"2012-01-27",22.91,3.568,136.9598387,4.261
3,"2011-05-13",79.87,3.899,219.3683556,7.574
21,"2012-03-09",57.16,3.669,220.6974332,7.057
44,"2010-08-06",81.24,2.802,126.0854516,7.804
34,"2011-08-26",77.27,3.523,129.2832581,10.641
19,"2012-03-16",48.2,4.021,137.5843871,7.943
11,"2010-04-09",69.57,2.77,213.9120595,7.343
32,"2011-12-02",33.8,3.378,195.8223287,8.513
6,"2010-02-05",40.43,2.572,212.6223518,7.259
36,"2012-09-28",79.49,3.66,221.6556,6.623
25,"2011-09-30",60.7,3.645,209.807836,7.274
3,"2011-01-28",48.71,3.01,215.5065821,7.551
15,"2010-05-07",63.16,3.095,132.1062,8.185
19,"2012-09-14",65.08,4.088,138.5673,8.193
5,"2012-06-08",81.02,3.452,222.33627,5.801
36,"2010-06-11",82.3,2.615,210.2135668,8.464
12,"2011-05-06",68.4,4.193,129.0444333,13.736
17,"2010-04-30",43.82,2.941,126.3805667,6.635
28,"2012-03-02",52.27,4.178,130.6457931,12.187
31,"2012-03-09",57.16,3.669,220.6974332,7.057
4,"2011-07-22",82.84,3.627,129.1507742,5.644
38,"2012-08-10",95.91,3.811,130.7561613,10.926
43,"2011-07-01",91.36,3.524,207.0288571,10.641
42,"2011-12-30",48.92,3.428,130.0710323,7.874
2,"2012-03-02",58.79,3.63,220.4866886,7.057
4,"2011-01-14",31.6,2.992,127.3009355,6.51
22,"2010-03-19",46.03,2.834,135.6682247,8.283
17,"2010-06-18",54.94,2.819,126.114,6.635
26,"2012-07-20",66.75,3.61,138.2331935,7.405
6,"2012-05-11",72.66,3.688,223.3346212,5.964
34,"2010-09-03",72.59,2.584,126.1019355,9.816
45,"2011-06-03",76.38,3.922,185.7545,8.521
22,"2011-11-25",46.28,3.536,140.4217857,7.706
35,"2011-09-23",63.61,3.711,140.32725,8.684
41,"2011-10-21",45.62,3.548,195.1789994,6.759
20,"2011-05-27",69.12,3.985,208.556714,7.287
29,"2010-10-01",69.31,2.717,132.7568,10.524
31,"2012-04-06",69.02,3.891,221.0737638,6.891
9,"2012-07-27",86.41,3.407,225.6970779,5.277
28,"2011-09-30",83.26,3.877,129.6060667,13.503
12,"2010-09-17",82.45,3.028,126.1454667,14.18
7,"2012-01-13",7.46,3.077,196.7330517,8.256
35,"2012-02-03",42.52,3.617,141.0161924,8.744
1,"2010-05-14",74.78,2.854,210.3374261,7.808
9,"2011-08-05",91.52,3.684,219.1349201,6.404
42,"2012-07-27",83.98,3.769,130.7195806,7.17
37,"2012-02-17",54.38,3.51,219.1148297,7.244
44,"2010-07-02",78.82,2.814,126.1392,7.804
4,"2010-07-02",73.66,2.668,126.1392,7.372
42,"2010-08-13",88.37,3.049,126.064,9.199
5,"2010-12-10",48.27,2.843,212.0193491,6.768
28,"2012-05-11",77.27,4.186,131.1453333,11.627
28,"2012-10-19",68.66,4.449,131.1499677,10.199
25,"2010-08-27",67.15,2.755,204.7900305,7.527
26,"2011-07-22",69.52,3.882,135.8738387,7.767
9,"2010-02-12",37.08,2.548,214.8056534,6.415
44,"2012-04-13",51.7,3.833,131.108,5.621
21,"2010-12-10",46.35,2.843,211.1247993,8.163
16,"2011-11-11",29.56,3.505,195.6376941,6.232
11,"2010-08-06",86.54,2.627,214.8341952,7.346
29,"2012-08-31",71.93,3.884,138.3771935,9.419
24,"2012-01-06",32.86,3.585,136.698129,8.659
11,"2012-03-30",70.23,3.845,224.8651254,6.833
45,"2010-11-12",46.14,2.931,182.9916129,8.724
24,"2011-09-09",68.32,3.93,136.2745806,8.358
6,"2011-10-21",68.53,3.353,219.0740167,6.551
13,"2012-05-18",65.17,3.808,131.0983226,5.965
10,"2012-02-10",55.73,3.722,130.3849032,7.545
29,"2012-04-27",51.42,4.023,137.9781333,9.14
39,"2011-09-30",81.51,3.355,215.4532259,8.177
6,"2011-04-22",74.24,3.807,217.0146941,6.855
36,"2010-03-05",51.33,2.574,210.1092746,8.554
32,"2010-06-25",72.42,2.715,189.4533931,8.963
30,"2012-07-20",84.25,3.311,221.5701123,6.565
34,"2012-06-22",78.85,3.329,130.7929,9.575
9,"2012-03-16",59.94,3.734,224.9594902,5.667
34,"2010-05-21",63.99,2.82,126.1843871,9.593
30,"2010-08-13",89.65,2.692,211.2951413,8.099
28,"2011-11-04",59.77,3.828,129.8051935,12.89
1,"2011-10-07",69.31,3.285,217.0453684,7.866
20,"2012-06-15",71.51,3.62,214.5653243,7.139
14,"2010-09-24",68.59,2.713,182.6696737,8.743
31,"2011-10-21",65.16,3.353,217.1650042,7.441
9,"2012-01-13",42.44,3.261,223.6168049,5.667
36,"2010-07-16",84.43,2.561,209.8630532,8.36
4,"2012-03-09",53.63,3.667,130.7413793,4.607
17,"2011-01-07",6.23,2.891,127.1917742,6.866
21,"2011-10-14",69.79,3.274,217.0048261,7.441
16,"2011-08-12",67.09,3.542,194.1105017,6.338
37,"2012-03-30",70.48,3.845,220.0454862,7.244
7,"2011-08-19",56.06,3.499,194.2500634,8.622
35,"2011-03-04",36.99,3.433,137.5017028,8.549
13,"2010-02-12",33.16,2.671,126.4962581,8.316
2,"2012-01-06",46.75,3.157,219.355063,7.057
25,"2012-07-20",74.32,3.567,214.7331351,7.28
6,"2011-11-18",63.89,3.308,219.7897137,6.551
38,"2011-04-08",64.47,4.003,128.8238065,13.736
33,"2010-09-17",89.43,3.028,126.1454667,9.495
44,"2010-08-13",74.93,2.837,126.064,7.804
31,"2011-03-11",54.69,3.459,213.7646401,8.028
1,"2010-11-05",58.74,2.689,211.9563939,7.838
7,"2011-12-30",15.56,3.119,196.3586101,8.513
6,"2011-01-28",44.98,3.01,213.7143412,6.858
42,"2010-06-11",89.67,3.057,126.1119032,9.524
39,"2012-09-28",78.04,3.666,221.6556,6.623
13,"2012-08-10",81.69,3.509,130.7561613,5.765
1,"2011-09-02",87.83,3.533,215.7971409,7.962
10,"2010-04-16",69.74,3.109,126.5621,9.524
38,"2010-09-17",82.45,3.028,126.1454667,14.18
22,"2010-03-05",36.82,2.766,135.5732602,8.283
15,"2010-04-23",46.54,3.021,132.0226667,8.185
6,"2012-08-24",79.03,3.62,223.7860175,5.668
8,"2010-03-26",46.51,2.732,214.3703567,6.299
6,"2011-10-07",74.1,3.285,218.59704,6.551
20,"2011-01-14",20.39,3.205,204.7026042,7.343
35,"2011-02-04",28.7,3.231,137.0542431,8.549
4,"2010-07-16",78.53,2.621,126.1498065,7.372
7,"2012-08-03",61.83,3.528,198.0293893,7.872
2,"2011-07-22",89.34,3.651,215.0749122,7.852
34,"2011-06-24",77.16,3.57,129.0663,10.581
36,"2011-02-18",57.48,3.017,212.0063522,8.395
41,"2010-09-17",62.4,2.8,190.4688287,7.335
36,"2012-10-26",74.39,3.494,222.1136566,6.228
2,"2011-05-20",67.14,3.907,215.3834778,7.931
45,"2011-12-02",50.19,3.452,188.5024346,8.523
27,"2011-04-22",50.02,4.061,138.2475036,7.725
32,"2010-10-08",61.81,2.745,190.7763218,9.137
15,"2012-04-06",40.01,4.143,137.7970968,8.15
26,"2012-09-21",52.68,4.056,138.6534,7.405
26,"2011-04-29",47.17,3.988,134.4357333,7.818
3,"2012-10-05",72.74,3.617,226.7210356,6.034
24,"2010-07-16",76.56,2.933,132.5667742,8.117
22,"2010-09-17",62.49,2.716,136.6338071,8.433
3,"2010-12-24",57.16,2.886,214.7017828,7.564
14,"2012-10-26",58.85,3.882,192.3088989,8.667
43,"2012-01-20",52.72,3.268,211.4997811,9.653
40,"2012-05-18",57.59,3.899,138.1065806,4.125
8,"2011-04-29",62.29,3.81,219.071119,6.297
14,"2011-07-01",74.04,3.748,185.9119885,8.625
7,"2010-12-17",20.74,2.778,191.0303376,9.137
2,"2012-02-10",46.98,3.409,219.9049073,7.057
39,"2011-09-09",79.15,3.546,214.6155376,8.177
22,"2012-04-20",58.81,4.046,141.9015262,7.671
13,"2010-02-19",35.7,2.654,126.5262857,8.316
36,"2012-02-03",61.33,3.421,218.8619099,7.244
7,"2010-08-27",57.57,2.731,190.3284922,9.017
22,"2011-03-25",38.77,3.624,137.8478929,8.458
6,"2012-08-10",87.04,3.494,223.5699533,5.668
25,"2010-05-28",69.31,2.899,204.1406556,7.856
8,"2011-05-27",73.14,3.786,218.9333986,6.297
31,"2012-03-23",62.96,3.787,220.9244858,7.057
20,"2011-10-21",53.69,3.57,210.5473252,7.082
42,"2011-06-03",81.87,3.893,129.0490323,8.494
10,"2011-03-18",70.12,3.892,128.5121935,8.744
44,"2010-11-26",28.22,2.83,126.6692667,7.61
24,"2010-02-12",25.94,2.94,131.5866129,8.326
17,"2012-08-31",68.07,3.624,130.8853548,5.936
18,"2011-03-04",28.49,3.437,133.6141429,9.131
31,"2012-07-06",85.26,3.227,221.5215064,6.565
12,"2010-12-31",45.64,3.148,127.0876774,14.313
41,"2012-05-04",52.86,3.903,197.6063534,6.547
9,"2012-07-20",83.39,3.311,225.6871121,5.277
10,"2011-07-08",88.57,3.793,129.1125,8.257
24,"2011-08-12",72.52,3.995,136.144129,8.358
23,"2012-04-27",44.62,4.023,137.9781333,4.125
39,"2010-07-23",82.2,2.608,209.9958663,8.36
34,"2010-07-16",78.53,2.621,126.1498065,9.816
14,"2012-03-16",50.56,3.862,190.4618964,8.424
12,"2010-03-26",60.06,3.083,126.6050645,13.975
25,"2012-09-07",72.79,3.911,215.2189573,7.28
32,"2011-10-07",62.62,3.498,194.9459724,8.513
5,"2011-10-07",71.64,3.285,217.6123648,6.3
44,"2012-01-27",34.32,3.058,130.3144516,5.774
6,"2010-07-09",80.93,2.642,212.6296549,6.973
21,"2011-10-07",71.64,3.285,216.6958311,7.441
15,"2011-06-03",69.8,4.069,134.8551613,7.658
17,"2011-12-30",26.73,3.119,130.0710323,6.617
39,"2012-05-25",78.31,3.561,220.4287124,6.989
8,"2011-11-11",50.56,3.297,221.4595129,6.123
18,"2010-09-03",75.42,2.735,132.7248387,9.342
16,"2011-11-25",31.39,3.424,195.7704,6.232
15,"2012-02-03",35.3,3.796,137.0632581,7.943
12,"2011-01-14",43.15,3.312,127.3009355,14.021
23,"2010-12-03",34.3,3.065,132.7566667,5.287
43,"2012-01-06",47.59,3.157,211.2428134,9.653
45,"2012-02-24",42.86,3.739,190.0069881,8.424
8,"2012-08-24",73.77,3.62,225.7418442,5.401
4,"2011-10-14",63.75,3.283,129.7706452,5.143
9,"2012-04-27",73.07,3.814,225.3672537,5.539
20,"2012-02-17",31.11,3.695,213.2732106,6.961
16,"2011-07-29",66.84,3.547,193.711525,6.338
10,"2012-10-12",76.03,4.468,131.1083333,6.943
10,"2012-03-23",56.54,4.288,130.8966452,7.545
6,"2012-01-06",50.82,3.157,221.3088023,6.132
26,"2011-08-12",62.99,3.88,136.144129,7.767
16,"2011-12-16",22.5,3.266,195.9841685,6.232
5,"2012-10-26",71.7,3.506,224.0378139,5.422
26,"2011-03-18",31.76,3.634,133.8492258,7.907
2,"2012-10-12",60.97,3.601,223.0154263,6.17
23,"2012-08-10",71.12,3.772,138.1437742,4.156
31,"2010-04-09",65.74,2.77,210.2831653,8.2
8,"2012-02-24",46.33,3.555,224.1809207,5.825
41,"2010-12-17",31.51,2.778,191.0303376,7.508
18,"2012-05-25",65.48,3.85,138.1101935,8.304
26,"2010-05-21",50.81,2.961,132.2230323,8.512
4,"2010-09-10",73.54,2.574,126.1145806,7.372
3,"2010-10-29",72.04,2.716,215.2274686,7.564
19,"2011-02-11",21.79,3.416,133.260871,7.771
11,"2012-04-06",74.19,3.891,224.9393405,6.664
11,"2010-07-02",83.09,2.669,214.5463222,7.346
31,"2012-03-30",67.87,3.845,220.9991248,7.057
36,"2010-04-09",68.54,2.743,209.400638,8.464
42,"2010-06-18",83.49,2.935,126.114,9.524
26,"2012-08-24",62.08,3.874,138.2814516,7.405
42,"2011-04-22",75.93,3.917,128.9553,8.494
15,"2010-12-24",25.07,3.309,132.7477419,8.067
27,"2012-08-10",78.44,3.863,142.1705634,8.239
39,"2012-05-18",72.36,3.63,220.4252149,6.989
35,"2010-04-02",46.9,2.85,135.7464988,9.051
42,"2011-10-14",70.27,3.698,129.7706452,7.874
18,"2012-03-02",33.59,3.827,137.4238966,8.075
20,"2011-03-11",39.53,3.582,207.1882876,7.343
44,"2012-04-20",50.24,3.845,131.1173333,5.621
21,"2012-02-24",54.81,3.555,220.275944,7.057
28,"2011-04-01",63.63,3.772,128.7199355,13.736
42,"2012-09-28",82.52,3.966,131.043,7.17
15,"2011-02-11",21.64,3.416,133.260871,7.771
2,"2012-03-16",63.68,3.734,220.8498468,7.057
23,"2012-02-10",26.6,3.655,137.1666774,4.261
6,"2010-04-09",66.15,2.77,212.1308239,7.092
27,"2010-10-01",70.19,2.84,136.6297571,8.021
45,"2010-02-05",27.31,2.784,181.8711898,8.992
8,"2012-01-27",45.52,3.29,223.6133539,5.825
23,"2010-10-08",50.75,2.776,132.7516667,5.287
29,"2012-04-20",58.81,4.046,137.9230667,9.14
31,"2010-06-18",86.18,2.637,211.1096543,8.2
35,"2012-04-06",48.73,3.996,141.7712396,8.876
18,"2010-04-09",59.91,2.849,131.9408065,9.269
4,"2012-06-01",77.41,3.483,130.9592258,4.308
26,"2010-02-05",9.55,2.788,131.5279032,8.488
9,"2012-04-13",69.19,3.891,225.2562439,5.539
8,"2012-09-21",66.96,3.721,226.3645848,5.401
27,"2011-05-13",60.07,4.211,138.4959286,7.725
14,"2010-04-02",47.74,2.85,181.8657537,8.899
30,"2010-07-02",82.29,2.669,210.8803726,8.099
45,"2012-01-13",41.18,3.513,189.3260962,8.424
43,"2011-11-25",55.7,3.236,210.0888571,10.148
18,"2011-10-28",45.61,3.604,136.4884516,8.471
16,"2011-03-04",31.77,3.232,192.0116004,6.614
33,"2011-05-20",76.07,3.99,129.0756774,8.687
36,"2011-12-09",50.64,3.147,217.6645878,7.716
4,"2011-07-08",84.59,3.469,129.1125,5.644
43,"2012-10-12",71.14,3.601,214.6772833,8.839
34,"2011-02-11",28.66,3.033,127.859129,10.398
15,"2012-02-10",31.91,3.826,137.1666774,7.943
8,"2011-07-29",86.46,3.682,218.8910733,6.425
13,"2012-04-27",64.8,3.842,131.1266667,5.965
29,"2011-05-13",57.71,4.095,134.593,9.966
11,"2010-02-19",48.3,2.514,214.6198868,7.368
41,"2012-04-20",43.57,3.936,197.7227385,6.547
21,"2010-04-16",67.87,2.808,210.1495463,8.2
8,"2011-02-25",51.29,3.065,216.9247918,6.262
38,"2010-02-05",49.47,2.962,126.4420645,13.975
13,"2012-04-20",50.24,3.845,131.1173333,5.965
18,"2010-02-05",21.33,2.788,131.5279032,9.202
12,"2012-04-20",66.73,4.222,131.1173333,11.627
41,"2011-12-30",34.12,3.119,196.3586101,6.759
19,"2011-07-29",74.86,4.004,135.9639355,7.806
7,"2012-09-21",51.77,3.765,198.358523,7.872
